REG;1508101203;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.456,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:237,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101264;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.473,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:237,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101324;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.462,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:236,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101384;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.467,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:236,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101445;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.454,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:235,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101505;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.7,pwr_ext:12.456,pwr_int:4.017;in1:0,,SATS:14,param69:1,param240:0,param80:0,gsm:3,param181:13,param182:7,param68:0,param70:235,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101565;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.7,pwr_ext:12.451,pwr_int:4.017;in1:0,,SATS:14,param69:1,param240:0,param80:0,gsm:3,param181:13,param182:7,param68:0,param70:235,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101625;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.7,pwr_ext:12.446,pwr_int:4.017;in1:0,,SATS:14,param69:1,param240:0,param80:0,gsm:3,param181:13,param182:7,param68:0,param70:234,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101685;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.45,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:234,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101745;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.7,pwr_ext:12.453,pwr_int:4.017;in1:0,,SATS:14,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:7,param68:0,param70:233,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101805;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.6,pwr_ext:12.433,pwr_int:4.017;in1:0,,SATS:15,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:6,param68:0,param70:233,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101865;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.7,pwr_ext:12.434,pwr_int:4.017;in1:0,,SATS:13,param69:1,param240:0,param80:0,gsm:3,param181:14,param182:7,param68:0,param70:232,param199:0,param241:25503,battery_charge:0;;;;
REG;1508101925;32.0335983;49.662845;0;159;ALT:98.0,hdop:0.7,pwr_ext:12.46,pwr_int:4.017;in1:0,,SATS:14,param69:1,param240:0,param80:0,gsm:3,param181:12,param182:7,param68:0,param70:232,param199:0,param241:25503,battery_charge:0;;;;
